,1,2,3,4,5,6,7,8,9,10,11,12,X
A,0,0,0,0,0,0,0,0,0,0,0,0,0
B,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0
D,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0,0,0,0,0,0,0,0,0,0
F,0,0,0,1,3,4,3,1,5,13,1,0,3
G,0,0,0,0,0,0,0,0,0,0,2,0,0
H,0,0,0,0,0,0,0,0,0,0,0,0,0
X,0,0,0,0,0,1,0,0,1,2,1,0,0
Stats,total,length_ok,mapped,single,adapter_only,no_match,too_short,ambiguous_multiple_cols,ambiguous_multiple_rows,ambiguous_multiple_rows_and_cols,,,
,5000,52,33,8,0,0,4948,11,0,0,,,
